Snow Falling on Cedars,David Guterson,Memory and the Past;!Imprisonment;!Truth;!Prejudice;!Warfare;!Death;!Love;!Fate and Free Will
Solaris,Stanislaw Lem,Exploration;!Foreignness and the Other;!Identity;!Isolation;!Memory and the Past;!Religion;!Science;!Versions of Reality
Sold,Patricia McCormick,Gender;!Lies and Deceit;!Power;!Friendship and Compassion;!Slavery;!Sex;!Language and Education;!Suffering;!Innocence;!Perseverance, Hopes, and Plans
Something Happened,Joseph Heller,The Home;!Madness;!Marriage;!Sex;!Language and Communication;!Dissatisfaction;!Fear;!Time;!Identity;!Versions of Reality
Something Wicked This Way Comes,Ray Bradbury,Good vs. Evil;!Time;!The Supernatural;!Youth;!Innocence;!Fear;!Friendship;!Transformation
Song of Roland,Unknown but perhaps contributed to or altered by Turoldus, the scribe of the Oxford Manuscript (c. 1140-70 C.E.),Betrayal;!Friendship;!Revenge;!Warfare;!Good v. Evil;!Death;!Duty;!Religion;!Power
Song of Solomon,Toni Morrison,Identity;!Love;!Race;!Visions of America;!The Home;!The Supernatural;!Women and Femininity;!Man and the Natural World;!Exploration;!Memory and the Past
Sonny's Blues,James Baldwin,Drugs and Alcohol;!Suffering;!Family;!The Home
Sons and Lovers,David Herbert (D.H.) Lawrence,Family;!Love;!Drugs and Alcohol;!Women and Femininity;!Men and Masculinity;!Art and Culture;!Technology and Modernization;!Pride
The Sound and the Fury,William Faulkner,Language and Communication;!Family;!Innocence;!Sin;!Home;!Guilt and Blame;!Principles;!Race;!Memory and the Past;!Sexuality and Sexual Identity
The Spanish Tragedy,Thomas Kyd,Revenge;!Madness;!Memory and the Past;!Society and Class
Speak, Memory,Vladimir Nabokov,Memory;!Language & Communication;!Coming of Age (& Youth);!Family;!Literature & Writing;!Exile;!Society & Class;!Education;!Time
Speak,Laurie Halse Anderson,Language and Communication;!Isolation;!Violence;!Education;!Friendship;!Sadness;!Transformation;!Guilt and Blame
The Spectacular Now,Tim Tharp,Abandonment;!Family;!Drugs and Alcohol;!Respect and Reputation;!Friendship;!Love;!Youth;!Dreams, Hopes, and Plans
The Spirit Catches You and You Fall Down,Anne Fadiman,Exile;!Language and Communication;!Science;!Foreignness and the Other;!Spirituality;!Tradition and Customs;!Suffering;!Family
Splendors and Glooms,Laura Amy Schlitz,Love;!Manipulation;!Suffering;!Mortality;!Society and Class;!The Supernatural;!Lies and Deceit;!Transformation;!Good vs. Evil;!Friendship
Spring in Fialta,Vladimir Nabokov,Memory and the Past;!Transience;!Fate and Free Will;!Love;!Sadness
Stargirl,Jerry Spinelli,Identity;!Society and Class;!Man and The Natural World;!Memory and the Past;!Exploration;!Love;!Friendship;!Wisdom and Knowledge
A Step from Heaven,An Na,Violence;!Passivity;!Family;!Duty;!Foreignness;!Religion;!Women and Femininity;!Dreams and Hopes
Steppenwolf,Hermann Hesse,Isolation;!Drugs and Alcohol;!Identity;!Mortality;!Art and Culture;!Madness;!Versions of Reality;!Transformation
Stitches: A Memoir,David Small,Family;!Language and Communication;!Lies and Deceit;!Suffering;!Mortality;!Home;!Transformation;!Versions of Reality
Stolen,Lucy Christopher,Compassion and Forgiveness;!Isolation;!Man and the Natural World;!Memory and the Past;!Rules and Order;!Power;!Contrasting Regions;!Freedom and Confinement;!Madness;!Art and Culture
The Storm,Kate Chopin,Sex;!Women and Femininity;!Marriage;!Man and the Natural World
The Story of My Experiments with Truth,Mohandas K. Gandhi, aka Mahatma Gandhi,Philosophical Viewpoints: Non-violence;!Truth;!Religion;!Justice and Judgment;!Duty;!Morality and Ethics;!Society and Class;!Education;!Foreignness and "the Other";!Lust
Story of a Girl,Sara Zarr,Drugs and Alcohol;!The Home;!Love;!Sex;!Family;!Freedom and Confinement;!Respect/Reputation;!Poverty
The Story of an Hour,Kate Chopin,Language and Communication;!Freedom and Confinement;!Time;!Mortality
Stranger in a Strange Land,Robert A. Heinlein,Language and Communication;!Freedom and Confinement;!Tradition and Customs;!Rules and Order;!Religion;!Sex;!Transformation;!Identity
The Stranger,Albert Camus,Philosophical Viewpoints: The Absurd;!Mortality;!Isolation;!Sadness;!Man and the Natural World;!Religion;!Women and Femininity;!Society and Class;!Friendship;!Passivity
A Streetcar Named Desire,Tennessee Williams,Men and Masculinity;!Marriage;!Society and Class;!Sex;!Drugs and Alcohol;!Appearances;!Madness;!Mortality
Sula,Toni Morrison,Friendship;!Loyalty;!Betrayal;!Suffering;!Pride;!Compassion and Forgiveness;!Sex;!Choices;!Gender;!Race
The Sun Also Rises,Ernest Hemingway,Dissatisfaction;!Identity;!Men and Masculinity;!Drugs and Alcohol;!Love;!Man and the Natural World;!Exile;!Warfare
Sunset Limited,Cormac McCarthy,Compassion and Forgiveness;!Happiness;!Injustice;!Isolation;!Life, Consciousness, and Existence;!Mortality;!Race;!Religion;!Suffering
Surfacing,Margaret Atwood,Death;!Memory;!Foreignness;!Religion;!Family/Marriage;!Time;!War;!Love
Surrender,Sonya Hartnett,Mortality;!Memory and the Past;!Good vs. Evil;!Love;!Versions of Reality;!Revenge;!Spirituality;!Fear
Survival in Auschwitz (If this is a man),Primo Levi,Visions of Auschwitz;!Freedom and Confinement;!Dehumanization and Suffering;!Language and Communication;!Race;!Perseverance;!Strategies and Choices;!The Arbitrary and the Absurd
Sweat,Zora Neale Hurston,Marriage;!Society & Class;!Men & Masculinity;!Suffering & Struggle;!Religion;!Gender
The Tale of Despereaux,Kate DiCamillo,Compassion and Forgiveness;!Family;!Isolation;!Loyalty;!Lies and Deceit;!Revenge;!Guilt and Blame;!Courage;!Principles;!Awe and Amazement
A Tale of Two Cities,Charles Dickens,Family;!Warfare;!Loyalty;!Suffering;!Society and Class;!Justice and Judgment;!Politics;!Morals and Ethics;!Life, Consciousness, and Existence
Tales of a Fourth Grade Nothing,Judy Blume,Family;!Friendship;!Jealousy;!Guilt and Blame;!Youth;!Injustice;!Education;!The Home;!Love
Tales of the Madman Underground,John Barnes,Abandonment;!Friendship;!Loyalty;!Drugs and Alcohol;!Identity;!Memory and the Past;!Society and Class;!Madness;!Compassion and Forgiveness;!Family
The Taming of the Shrew,William Shakespeare,Transformation;!Art and Culture;!Gender;!Marriage;!Education;!Society and Class;!Family;!Language and Communication
Tangerine,Edward Bloor,Family;!Lies and Deceit;!Fear;!Identity;!Prejudice;!Man and the Natural World;!Memory and the Past;!Society and Class
Tar Baby,Toni Morrison,Race;!Family;!Ambition;!Identity;!Man and the Natural World;!Memory and the Past;!Primitivity;!Gender
Tartuffe,Molire,Hypocrisy;!Foolishness and Folly;!Religion;!Women and Femininity;!Lies and Deceit;!Morality and Ethics;!Marriage;!Sin
Tears of a Tiger,Sharon M. Draper,Mortality;!Guilt and Blame;!Race;!Friendship;!Drugs and Alcohol;!Darkness and Light;!Isolation;!Choices
Teddy,J.D. Salinger,Spirituality;!Wisdom and Knowledge;!Mortality;!Love;!Youth
The Tell-Tale Heart,Edgar Allan Poe,Versions of Reality;!Cunning and Cleverness;!The Home;!Mortality;!Time
The Tempest,William Shakespeare,The Supernatural;!Art and Culture;!Contrasting Regions;!Freedom and Confinement;!Man and the Natural World;!Betrayal;!Compassion and Forgiveness;!The Divine;!Versions of Reality
Tender is the Night,F. Scott Fitzgerald,Love;!Innocence;!Madness;!Dreams, Hopes, and Plans;!Appearances;!Transformation;!Time;!Foreignness and 'the Other'
Tess of the D'Urbervilles,Thomas Hardy,Fate and Free Will;!Memory and the Past;!Women and Femininity;!Man and the Natural World;!Justice and Judgment;!Contrasting Regions;!Marriage;!Time;!Sex
Tevye the Dairyman,Sholem Aleichem,Family;!Identity;!Tradition and Customs;!Religion;!Wealth;!Language and Communication;!Power;!Wisdom and Knowledge
That Evening Sun,William Faulkner,Race;!Fear;!Memory and The Past;!Versions of Reality;!Guilt and Blame
Their Eyes Were Watching God,Zora Neale Hurston,Gender;!Love;!Sex;!Innocence;!Race;!Fate and Free Will;!Society and Class;!Freedom and Confinement;!Language and Communication;!Jealousy;!Appearances;!Mortality;!Pride;!Dreams, Hopes, and Plans;!Memory and the Past;!Compassion and Forgiveness
There Is No Dog,Meg Rosoff,Faith;!Love;!Lust;!Isolation;!Suffering;!Mortality;!Friendship;!Dreams, Hopes, and Plans
Things Fall Apart,Chinua Achebe,Gender;!Family;!Respect and Reputation;!Fear;!Religion;!Sin;!Traditions and Customs;!Man and the Natural World;!Fate and Free Will;!Language and Communication
Things Not Seen,Andrew Clements,Isolation;!Family;!Friendship;!Language and Communication;!Lies and Deceit;!Perseverance;!Appearances;!Dreams, Hopes and Plans;!Transformation;!Love
The Things They Carried,Tim O'Brien,Truth;!Literature and Writing;!Warfare: The Vietnam War;!Guilt and Blame;!Foreignness and "the Other";!Friendship;!Weakness;!Respect and Reputation
Thirteen Reasons Why,Jay Asher,Death;!Guilt and Blame;!Respect and Reputation;!Betrayal;!Sex;!Violence;!Choices;!Love
This Boy's Life,Tobias Wolff,Transformation;!Family;!The Home;!Lies and Deceit;!Guilt and Blame;!Power and Powerlessness;!Men and Masculinity;!Rules and Order;!Dreams
This Side of Paradise,F. Scott Fitzgerald,Marriage;!Pride;!Family;!Alcohol and Drugs;!Youth;!Education;!Appearances;!Love
The Three Musketeers,Alexandre Dumas,Friendship;!Love;!Pride;!Society and Class;!Revenge;!Ambition;!Mortality;!Loyalty
The Three Sisters,Anton Chekhov,Dissatisfaction;!Dreams, Hopes, and Plans;!Isolation;!Love;!Marriage;!Time;!Society and Class;!Women and Femininity
Three Times Lucky,Sheila Turnage,Family;!Friendship;!Community;!Love;!Lies and Deceit;!Justice and Judgment;!Truth;!Memory and the Past;!Identity;!Perseverance
The Threepenny Opera,Bertolt Brecht,Lust;!Violence;!Hypocrisy;!Appearances;!Life, Consciousness, and Existence;!Greed;!Criminality;!Freedom and Confinement
Thrse Raquin,mile Zola,Science;!Lust;!Sex;!Violence;!Versions of Reality;!Language and Communication;!Lies and Deceit;!Dissatisfaction
The Time Machine,H.G. Wells,Time;!Science;!Society and Class;!Change;!Technology and Modernization;!Passivity;!Fear;!Awe and Amazement;!Man and the Natural World;!Community
Timescape,Gregory Benford,Science;!Family;!Truth;!Politics;!Time;!Man and the Natural World;!Language and Communication;!Change
The Tin Drum,Gnter Grass,Memory and Guilt;!The Home;!Isolation;!Sex and Lust;!Manipulation;!Warfare;!Vanity;!Mortality
Titus Andronicus,William Shakespeare,Revenge;!Violence;!Language and Communication;!Power;!Family;!Race;!Gender;!Sex
To Build a Fire,Jack London,Primitivity;!Foolishness and Folly;!Man and the Natural World;!Perseverance;!Pride
To Kill a Mockingbird,Harper Lee,Race;!Justice and Judgment;!Youth;!Morality and Ethics;!Fear;!Women and Femininity;!Family;!Compassion and Forgiveness
To the Lighthouse,Virginia Woolf,Time;!Memory and the Past;!Love;!Gender;!Marriage;!Manipulation;!Admiration;!Identity;!Victory;!Friendship;!Laws and Order
Tom Jones,Henry Fielding,Foolishness and Folly;!Morality and Ethics;!Family;!Society and Class;!Lies and Deceit;!Sex;!Hypocrisy;!Appearances;!Gender;!Literature and Writing
Tomorrow, When the War Began,John Marsden,War;!Love;!Man and the Natural World;!Family;!Fear;!Wisdom and Knowledge;!Foolishness;!Friendship
Tortilla Flat,John Steinbeck,Friendship;!Dissatisfaction;!The Home;!Drugs and Alcohol;!Rules and Order;!Community;!Society and Class;!Religion
Touching Spirit Bear,Ben Mikaelsen,Isolation;!Violence;!Family;!Guilt and Blame;!Perseverance;!Man and the Natural World;!Mortality;!Spirituality;!Transformation;!Criminality
Travels with Charley,John Steinbeck,Race;!Men and Masculinity;!Warfare;!Literature and Writing;!Truth;!Foreignness and "The Other";!Change;!Isolation
Treasure Island,Robert Louis Stevenson,Criminality;!Duty;!Appearances;!Exploration;!Language and Communication;!Youth;!Friendship;!Drugs and Alcohol
A Tree Grows in Brooklyn,Betty Smith,Perseverance;!Gender;!Society and Class;!Education;!Dreams, Hopes, and Plans;!Family;!Coming of Age;!Visions of America
The Trial,Franz Kafka,Power;!Justice and Judgment;!Sex;!Society and Class;!Isolation;!Life, Consciousness, and Existence;!Philosophical Viewpoints;!Art and Culture
Trifles,Susan Glaspell,Women and Femininity;!Justice and Judgment;!Isolation;!Men and Masculinity;!Freedom and Confinement;!Visions of America;!Violence
The Life and Opinions of Tristram Shandy, Gentleman,Laurence Sterne,Literature and Writing;!Fate and Free Will;!Time;!Language;!Identity;!Knowledge;!Foolishness;!Education;!Science;!Sex
Troilus and Cressida,William Shakespeare,Warfare;!Love;!Principles;!Philosophical Viewpoints;!Politics (vs. Personal Life);!Art and Culture;!Time;!Gender
Tropic of Cancer,Henry Miller,Sex;!Writing;!Time;!Poverty;!Suffering and Disease;!Mortality and Death;!Friendship
The True Confessions of Charlotte Doyle,Avi,Identity;!Gender;!Transformation;!Race;!Rules and Order;!Justice and Judgment;!Education;!Choices;!Appearance;!Society and Class;!Literature and Writing
The True Meaning of Smekday,Adam Rex,Friendship;!Lies and Deceit;!Youth;!The Supernatural;!Warfare;!Appearances;!Time;!Foreignness and the Other
True West,Sam Shepard,Family;!Competition;!Violence;!Criminality;!Transformation;!Freedom and Confinement;!Power;!Memory and the Past
The Truth About Forever,Sarah Dessen,Rules and Order;!Identity;!Language and Communication;!Transformation;!Death;!Wisdom and Knowledge;!Family;!Happiness
Tuck Everlasting,Natalie Babbitt,Death;!Time;!Choices;!Life, Consciousness, and Existence;!Love;!Friendship;!Morality;!Lies and Deceit
The Turn of the Screw,Henry James,The Supernatural;!Innocence;!Good vs. Evil;!Appearances;!Repression;!Society and Class;!Wisdom and Knowledge;!Gender;!Literature and Writing
Turtle in Paradise,Jennifer L. Holm,Family;!Dreams, Hopes, and Plans;!Disappointment;!Art and Culture;!The Home;!Happiness;!Youth;!Perseverance
Twelfth Night, or What You Will,William Shakespeare,Art and Culture;!Love;!Gender;!Language and Communication;!Society and Class;!Rules and Order;!Lies and Deceit;!Foolishness and Folly
The Two Gentlemen of Verona,William Shakespeare,Friendship;!Love;!Transformation;!Violence;!Lies and Deceit;!Gender;!Marriage;!Society and Class
The Two Towers,J.R.R. Tolkien,Good vs. Evil;!Love;!Loyalty;!Isolation;!Suffering;!Power;!Youth;!Race
Typee,Herman Melville,Language and Communication;!Friendship;!Courage;!Prejudice;!Women and Femininity;!Religion;!Awe & Amazement;!Power;!Freedom & Confinement
Uglies,Scott Westerfeld,Appearance;!Friendship;!Society and Class;!Man and the Natural World;!Betrayal;!Memory and the Past;!Identity;!Coming of Age;!Freedom and Confinement;!Technology and Modernization
Ulysses,James Joyce,Love;!Patriotism;!Sex;!Memory and the Past;!Time;!Life, Consciousness, and Existence;!Religion;!Prejudice;!Mortality;!Freedom and Confinement
The Unbearable Lightness of Being,Milan Kundera,Life, Consciousness, Existence;!Sex;!Love;!Identity;!Power;!Language and Communication;!Time;!Betrayal
Uncle Tom's Cabin,Harriet Beecher Stowe,Slavery;!Race;!Religion;!Women and Femininity;!Love;!Suffering;!Violence;!Contrasting Regions
Uncle Vanya,Anton Chekhov,The Home;!Love;!Dissatisfaction;!Guilt/Blame;!Sacrifice;!Drugs and Alcohol;!Passivity;!Man and the Natural World
The Unvanquished,Unknown Author,Admiration;!Warfare;!Slavery;!Courage;!Gender;!Memory and the Past;!Duty;!Sin
The Usual Rules,Joyce Maynard,Abandonment;!Family;!Friendship;!The Home;!Guilt and Blame;!Sadness;!Identity;!Memory and the Past;!Mortality;!Coming of Age
Utopia,Thomas More,Dissatisfaction;!Pride;!Society and Class;!Wealth;!Religion;!Power;!Exploration;!Philosophical Viewpoints: Political Philosophy
Vanity Fair,William Makepeace Thackeray,Society and Class;!Ambition;!Men and Masculinity;!Women and Femininity;!Sex;!Morality and Ethics;!Cunning and Cleverness;!Philosophical Viewpoints: Life as a Theater;!Jealousy;!Language and Communications
The Veldt,Ray Bradbury,Technology;!Family;!Dissatisfaction;!Versions of Reality
A Very Old Man with Enormous Wings,Gabriel Garca Mrquez,Suffering;!The Supernatural;!Old Age;!Foreignness & 'The Other';!Religion
The View from Saturday,E. L. Konigsburg,Choices;!Friendship;!Competition;!Wisdom and Knowledge;!Principles;!Courage;!Perseverance;!Identity
A View from the Bridge,Arthur Miller,Justice and Judgment;!Sex;!Abandonment;!Dreams, Hopes, and Plans;!Contrasting Regions;!Respect and Reputation;!Men and Masculinity;!Women and Femininity
A Vindication of the Rights of Woman,Mary Wollstonecraft,Women and Femininity;!Men and Masculinity;!Marriage;!Sex;!Slavery;!Appearances;!Education;!Religion
Virgin Suicides,Jeffrey Eugenides,Isolation;!Suffering;!Women and Femininity;!Mortality;!Religion;!Coming of Age;!Madness;!Sex
The Voyage of the Dawn Treader,C.S. Lewis,Exploration;!Transformation;!Awe and Amazement;!Literature and Writing;!Contrasting Regions: Narnia and England;!Principles;!The Supernatural;!Fate and Free Will
Waiting for Godot,Samuel Beckett,Choices;!Philosophical Viewpoints: The Absurd;!Truth;!Life, Consciousness, and Existence;!Time;!Religion;!Friendship;!Freedom and Confinement;!Suffering;!Mortality
Walden,Henry David Thoreau,Man and the Natural World;!Life, Consciousness, and Existence;!Society and Class;!Wisdom;!Isolation;!Happiness;!Visions of America: Antebellum Period;!Technology and Modernization
Walk Two Moons,Sharon Creech,Identity;!Guilt and Blame;!Family;!Change/Abandonment;!Love;!Fear;!Visions of America;!Man and the Natural World;!Memory and the Past;!Death and Mortality
The Wanting Seed,Anthony Burgess,Sexuality and Sexual Identity;!Race;!Women and Femininity;!Society and Class;!Rules and Order;!Time;!Sex;!Warfare
War and Peace,Leo Tolstoy,Power;!Warfare;!Family;!Home;!Courage;!Ambition;!Men and Masculinity;!Women and Femininity;!Morality and Ethics;!Society and Class
The War of the Worlds,H.G. Wells,Foreignness and 'The Other';!Warfare;!Rules and Order;!Community;!Exile;!Power;!Foolishness and Folly;!Fear;!Technology and Modernization;!Fate and Free Will
Watchmen,Alan Moore,Time;!Lies and Deceit;!Patriotism;!Identity;!Rules and Order;!Freedom and Confinement;!Transformation;!Technology and Modernization
Watership Down,Richard Adams,Man and the Natural World;!The Home;!Power;!Exploration;!Fear;!Cunning and Cleverness;!Freedom and Confinement;!Art and Culture;!Politics;!Violence
The Watsons Go to Birmingham1963,Christopher Paul Curtis,Coming of Age;!Family;!Friendship;!Society and Class;!Race;!Mortality;!Foolishness and Folly;!Guilt and Blame
The Wave,Todd Strasser,Education;!Power;!Memory and the Past;!Loyalty;!Language and Communication;!Identity;!Violence;!Competition
The Waves,Virginia Woolf,Death;!Identity;!Language/Art/Storytelling;!Love/Hate;!Time;!Power/Authority;!Violence/Brutality;!Class
Way of the Peaceful Warrior,Dan Millman,Happiness;!Life, Consciousness, and Existence;!Mortality;!Dreams, Hopes, and Plans;!Perseverance;!Versions of Reality;!Dissatisfaction;!Admiration
We Were Liars,E. Lockhart,Family;!Versions of Reality;!Love;!Competition;!Foreignness and "The Other";!The Home;!Power;!Mortality
We,Yevgeny Zamyatin,Power;!Repression;!Dreams, Hopes and Plans;!Rebellion;!Identity;!Happiness;!Man and the Natural World;!Lies and Deceit;!Sex
The Wealth of Nations,Adam Smith,Wealth;!Family;!Warfare;!Education;!Competition;!Pride;!Society and Class;!Primitivity
The Wee Free Men,Terry Pratchett,Family;!Courage;!Perseverance;!Strength and Skill;!The Supernatural;!Power;!Exploration;!Cunning and Cleverness;!The Home;!Identity
The Westing Game,Ellen Raskin,Appearances;!Wealth;!Family;!Patriotism;!Identity;!Language and Communication;!Lies and Deceit;!Society and Class
Westmark,Lloyd Alexander,Warfare;!Good vs. Evil;!Politics;!Freedom and Confinement;!Morality and Ethics;!Lies and Deceit;!Power;!Transformation;!Foreignness and 'The Other';!Choices
What Happened to Goodbye,Sarah Dessen,Family;!The Home;!Identity;!Abandonment;!Friendship;!Marriage;!Lies and Deceit;!Exploration;!Community;!Isolation
What I Saw and How I Lied,Judy Blundell,Coming of Age;!Family;!Warfare;!Lies and Deceit;!Betrayal;!Lust;!Appearances;!Morality and Ethics;!Greed;!Prejudice
What Maisie Knew,Henry James,Family;!Youth;!Education;!Innocence;!Home;!Abandonment
What We Talk About When We Talk About Love,Raymond Carver,Love;!Language and Communication;!Marriage;!Drugs and Alcohol;!Violence
Where Angels Fear to Tread,E. M. Forster,Society and Class;!Hypocrisy;!Duty;!Passivity;!Visions of Italy;!Respect and Reputation;!Compassion and Forgiveness;!Gender
Where Are You Going, Where Have You Been?,Joyce Carol Oates,Sexuality;!Violence;!Freedom and Confinement;!Family;!Visions of America
Where Things Come Back,John Corey Whaley,Family;!Friendship;!Religion;!Versions of Reality;!Sadness;!Love;!Mortality;!Lust;!Coming of Age;!Isolation
Where the Red Fern Grows,Wilson Rawls,Perseverance;!Coming of Age;!Loyalty;!Family;!Poverty;!Religion;!Man and the Natural World;!Education;!Women and Femininity
The White Darkness,Geraldine McCaughrean,Man vs. Nature;!Madness;!Loneliness;!Sex and Sexuality;!Mortality;!Versions of Reality;!Deception;!Exploration
The White Devil,John Webster,Betrayal;!Family;!Lust;!Revenge;!Ambition;!Women and Femininity;!Mortality;!Power;!Philosophical Viewpoints: Machiavellianism, Pessimism, and Stoicism
White Fang,Jack London,Man and the Natural World;!Death;!Competition;!Suffering;!Courage;!Freedom and Confinement;!Coming of Age;!Innocence
A White Heron,Sarah Orne Jewett,Man and the Natural World;!Isolation;!Awe;!Choices;!Youth
White Noise,Don DeLillo,Mortality;!Family;!Versions of Reality;!Technology & Modernization;!Drugs & Alcohol;!Sex;!Identity;!Youth
White Teeth,Zadie Smith,Friendship;!Appearances;!Identity;!Race and Ethnicity;!Society and Class;!Tradition;!Religion;!History and the Past
Who's Afraid of Virginia Woolf?,Edward Albee,Versions of Reality;!Visions of America;!Marriage;!Philosophical Viewpoints: The Absurd;!Power;!Dissatisfaction;!Sex;!Drugs and Alcohol
Why Don't You Dance?,Raymond Carver,Alcohol Abuse;!Love/Marriage/Sex;!Money;!Guilt/Shame (or lack thereof)
Why We Broke Up,Daniel Handler,Friendship;!Love;!Lust;!Life Imitates Art;!Lies and Hypocrisy;!Sadness;!Identity;!Coming of Age
Wide Sargasso Sea,Jean Rhys,Race;!Identity;!Language and Communication;!Love;!Mortality;!The Supernatural;!Power;!Versions of Reality;!Contrasting Regions
The Wild Children,Felice Holman,Family;!Fear;!Power;!Poverty;!Suffering;!Coming of Age;!Community;!Visions of the U.S.S.R.
Will Grayson, Will Grayson,John Green and David Levithan,Arts and Culture;!Coming of Age;!Identity;!Isolation;!Love;!Mental Illness;!Sexuality;!Truth
William Wilson,Edgar Allan Poe,Identity;!Versions of Reality;!Lies and Deceit;!Guilt and Blame;!Freedom and Confinement
The Wings of the Dove,Henry James,Mortality;!Family;!Lies and Deceit;!Marriage;!Appearances;!Gender;!Society and Class;!Youth
The Complete Tales of Winnie-the-Pooh,A. A. Milne,Language and Communication;!Friendship;!Foolishness and Folly;!Life, Consciousness, and Existence;!Innocence and Youth;!Coming of Age;!Art and Culture;!Education
Winter Dreams,F. Scott Fitzgerald,Society and Class;!Love;!Ambition;!Gender;!Memory and the Past
The Winters Tale,William Shakespeare,Jealousy;!Friendship;!Youth and Old Age;!Gender;!Art and Culture;!Time;!Suffering;!Compassion and Forgiveness
Witch and Wizard,James Patterson and Gabrielle Charbonnet,Family;!Fear;!Identity;!The Supernatural;!Power;!Rules and Order;!Love;!Transformation
The Witch of Blackbird Pond,Elizabeth George Speare,Identity;!The Home;!Society and Class;!Religion;!Politics;!Appearance;!Visions of America;!Education;!Marriage;!Family;!Justice and Judgment
The Witches,Roald Dahl,Transformation;!Awe and Amazement;!Lies and Deceit;!Appearances;!Violence;!Family;!Hate;!Cunning and Cleverness;!Youth;!Fear
The Woman Warrior,Maxine Hong Kingston,Women and Femininity;!Literature and Writing;!Versions of Reality;!Language and Communication;!Family;!Contrasting Regions;!Identity;!Race;!Madness
The Woman in Black,Susan Hill,Betrayal;!Isolation;!Revenge;!Fear;!Appearances;!Memory and the Past;!The Supernatural;!Madness;!Man and the Natural World;!Exploration
The Woman in White,Wilkie Collins,Identity;!Power;!Justice and Judgment;!Gender;!Family;!Lies and Deceit;!Marriage;!Memory and the Past
Woman on the Edge of Time,Marge Piercy,Love;!Madness;!Morality and Ethics;!Science;!Society and Class;!Time;!Warfare;!Women and Femininity
Wonder,R.J. Palacio,Family;!Appearances;!Isolation;!Friendship;!Kindness;!Courage;!Coming of Age;!Principles;!Identity;!Suffering
A Worn Path,Eudora Welty,Perseverance;!Versions of Reality;!Old Age;!Race;!Contrasting Regions
A Wrinkle in Time,Madeleine L'Engle,Wisdom and Knowledge;!Appearances;!Language and Communication;!Fate and Free Will;!Good vs. Evil;!Love;!Fear;!Time
Wuthering Heights,Emily Bront,Revenge;!Family;!Love;!The Supernatural;!Suffering;!Society and Class;!Foreignness and the Other;!Betrayal
The Year of Billy Miller,Kevin Henkes,Family;!Education;!Identity;!Compassion and Forgiveness;!Time;!Art and Culture;!Coming of Age;!Perseverance
The Yearling,Marjorie Kinnan Rawlings,Strength and Skill;!Family;!Courage;!Coming of Age;!Appearances;!Man and the Natural World;!Life;!Duty;!Mortality
The Yellow Wallpaper,Charlotte Perkins Gilman,Freedom and Confinement;!Madness;!Gender;!Literature and Writing;!Society and Class
Young Goodman Brown,Nathaniel Hawthorne,Community;!Good vs. Evil;!Memory and the Past;!Versions of Reality;!Loss of Innocence
The Zoo Story,Edward Albee,Family;!Language and Communication;!Mortality;!Philosophical Viewpoint: The Absurd;!Rules and Order;!Sex;!Sexuality and Sexual Identity;!Society and Class
